 Gene ID,Gene Name,DesignElementAccession,wt_A_sucrose,wt_B_sucrose,wt_C_sucrose,wt_72h_MS_1,wt_72h_MS_2,wt_72h_MS_3,'sucrose; 1 percent' vs 'none' in 'wild type'.p-value,'sucrose; 1 percent' vs 'none' in 'wild type'.t-statistic,'sucrose; 1 percent' vs 'none' in 'wild type'.log2foldchange
AT2G46800,MTP1,266718_at,9.323114545,9.157749,9.338813617,9.810295746,9.589306602,9.634814986,0.019975125,-3.454269973,-0.4
AT2G46820,CURT1B,266716_at,12.05501877,12.03690892,12.06246945,12.60158379,12.62944882,12.32296204,0.013181379,-3.861643012,-0.5
AT2G46830,CCA1,266719_at,4.428815713,4.196679445,4.428948693,7.597790096,4.686973901,4.601029621,0.141859925,-1.825166719,-1.3
AT2G46840,DUF4,266740_at,3.964372668,3.71003866,3.806971763,3.794109937,3.700922425,3.837776694,NA,0.428448832,0
AT2G46850,,266710_at,4.201389984,4.046672366,3.97314651,4.073965248,4.147901763,4.302874706,NA,-0.845471735,-0.1
AT2G46860,PPA3,266765_at,4.327699116,4.516218502,4.071380558,3.510863699,4.011707592,4.245606964,0.131050523,1.885764519,0.4
AT2G46870,NGA1,266760_at,6.395593922,7.107440476,6.954749167,5.925509081,5.970885414,5.430380196,0.005708447,4.783582595,1
AT2G46880,PAP14,266766_at,3.910440429,3.858350483,4.012901818,3.977360439,4.092029307,3.912139048,NA,-0.602263542,-0.1
AT2G46900,,266734_at,8.253062701,7.934329138,7.887529718,9.54197684,8.777450728,9.005849904,0.003782925,-5.313434124,-1.1
AT2G46910,PAP10,266767_at,8.687506336,8.529020173,8.947054993,9.263256946,9.208971218,8.752999984,0.107190769,-2.042242536,-0.4
AT2G46920,POL,266758_at,7.215779069,7.472455208,7.478921515,7.072526922,7.29297397,7.312026253,NA,1.272303333,0.2
AT2G46930,PAE3,266735_at,8.552357253,8.564088799,8.548878146,8.27958283,8.355685461,8.474515413,NA,1.730366803,0.2
AT2G46940,,266757_at,4.187587514,4.076932049,4.152273639,4.232220673,4.837841296,4.619531345,0.050511153,-2.641470415,-0.4
AT2G46950,CYP709B2,266756_at,5.257640515,5.117366557,5.19370227,5.024003784,5.255177045,5.237880549,NA,0.148802656,0
AT2G46960,CYP709B1,266736_at,5.40076229,5.10444871,5.269432664,5.18637885,5.171312578,5.06922813,NA,0.974791835,0.1
AT2G46980,ASY3,266754_at,3.838521935,3.924828646,3.750082087,3.423252929,3.642343738,3.784847338,NA,1.717973173,0.2
AT2G46990,IAA20,266753_at,4.322862288,4.416879016,4.65728255,4.866492304,4.351440194,4.575808855,0.48143687,-0.825515679,-0.1
AT2G47000,ABCB4,266752_at,8.005650264,7.948701606,7.842841788,7.391550651,7.215193279,7.622824346,0.012508777,3.913666494,0.5
AT2G47010,,266738_at,5.917669796,6.237425602,5.570986505,4.781446653,4.277726308,4.397628866,0.001123648,7.168736917,1.4
AT2G47020,,266751_at,6.094711898,5.696930029,5.528295521,6.337729961,5.401350308,6.409607728,0.393461305,-1.004950011,-0.3
AT2G47050,,266764_at,5.836673016,6.249879075,4.968089861,4.239154686,4.325408142,3.888936072,0.004295061,5.148380612,1.5
AT2G47060,,266749_at,7.440374676,7.529350363,7.336797862,8.176802212,8.092260874,8.359162821,0.00173167,-6.442197004,-0.8
AT2G47070,SPL1,266763_at,9.430065431,9.453575392,9.458787892,9.574867253,9.230564763,9.495779781,NA,0.11133489,0
AT2G47120,,266762_at,3.485257371,3.339766669,3.560182549,3.606067648,3.743891872,3.489139524,NA,-1.252862557,-0.2
AT2G47130,SDR3A,266761_at,6.408247312,6.278670234,6.259436121,6.974438789,6.860813468,6.77709833,0.004964097,-4.958776038,-0.6
AT2G47140,SDR3B,266737_at,6.067336197,5.840734213,6.155018618,6.534150647,6.399488985,6.359453567,0.023849321,-3.288672774,-0.4
AT2G47150,,266755_at,4.06021937,4.149406326,4.016006689,4.548011872,4.263114121,4.623487633,0.028263212,-3.1338877,-0.4
AT2G47160,BOR1,263319_at,7.972311487,8.028160174,7.839586578,7.934627098,7.461122758,7.465593009,0.096019578,2.126842174,0.3
AT2G47170,ARF1,263321_at,11.20082849,11.21550203,11.31333999,11.4567566,11.38353141,11.25173756,NA,-1.09163542,-0.1
AT2G47180,GOLS1,263320_at,5.164996472,5.606429674,4.956822593,6.006553112,5.005166139,4.928663968,0.839370081,-0.239515274,-0.1
AT2G47190,ATMYB2,260581_at,4.874983384,4.487752701,4.67326299,4.921466483,4.916729374,4.65510477,NA,-1.082922697,-0.2
AT2G47200,,260582_at,5.547580267,5.917681868,6.042165933,3.526373551,4.510016479,4.944442259,0.006600067,4.608589011,1.5
AT2G47220,DUF5,260583_x_at,5.268586002,5.559797383,5.574362091,4.192163617,4.949525396,4.50847899,0.006201956,4.679581654,0.9
AT2G47230,DUF6,260524_at,4.565858788,4.869900342,4.760195192,4.755377789,5.067128701,5.019464518,NA,-1.588976522,-0.2
AT2G47240,LACS1,260531_at,7.128239974,7.142853454,7.570841437,6.304332188,7.081869407,7.096238461,0.120226684,1.952680637,0.5
AT2G47250,,260525_at,8.620345728,8.678191689,8.459994548,8.626352004,8.194178474,8.265269274,0.199926302,1.556599466,0.2
AT2G47260,WRKY23,260528_at,5.414141947,5.355459746,5.307959174,5.581907386,5.407202158,5.637858313,NA,-1.625300743,-0.2
AT2G47270,UPB1,260527_at,4.983782527,5.03780659,5.104608034,7.132253824,7.732420878,6.985062074,0.000235945,-11.78891158,-2.2
AT2G47280,PME66,260573_at,3.635937378,3.322341899,3.554641892,3.484385178,3.749599041,3.766278766,NA,-1.200881193,-0.2
AT2G47300,,260575_at,4.487496605,4.764912064,4.629874911,4.515693484,4.600611434,4.430098876,NA,0.939380307,0.1
AT2G47310,,260576_at,4.864009804,4.882178318,4.978210309,4.818666162,4.447679067,4.525535839,0.068153988,2.401874198,0.3
AT2G47320,CYP21-3,260530_at,10.18324293,10.1654729,10.052718,9.818923375,9.962351056,9.999429085,NA,1.875499751,0.2
AT2G47330,RH24,260532_at,7.373537364,7.317240603,7.28158382,7.405474236,7.427043495,7.356828574,NA,-0.70838063,-0.1
AT2G47340,,260577_at,3.717259169,3.726291812,3.810796913,3.973915627,3.839355694,3.954559981,NA,-1.619906821,-0.2
AT2G47350,,260578_at,5.992815396,5.838957715,5.736624306,6.533761695,5.8372934,6.343573154,0.102429897,-2.077644355,-0.4
AT2G47380,,260579_at,10.85312934,10.8232479,10.74594358,10.79792026,11.4249163,11.06478487,0.152654562,-1.769034012,-0.3
AT2G47390,,260580_at,9.329289974,9.454730695,9.240703474,8.43653012,8.582530519,9.143368272,0.02254153,3.33867142,0.6
AT2G47400,CP12-1,260529_at,12.25491455,12.27961671,12.26115661,12.47595537,12.67990663,12.46230656,NA,-2.469809201,-0.3
AT2G47410,,260526_at,7.305747593,7.138434453,7.301028135,7.771531922,7.544446223,7.700359862,0.016476705,-3.638857902,-0.4
AT2G47420,DIM1A,245122_at,8.691682258,8.64849571,8.461664513,8.870915126,8.322544967,8.784544272,0.759656751,-0.36035189,-0.1
AT2G47430,CKI1,245125_at,3.464924893,3.474575052,3.514038713,3.544745699,3.405452874,3.38522824,NA,0.371887498,0
AT2G47440,,245176_at,9.984764937,9.549848402,9.656684501,9.895667083,10.10612889,9.79744807,0.257723037,-1.355450037,-0.2
AT2G47450,CAO,245123_at,10.77511042,10.85240117,10.55861022,11.205837,10.99233017,10.43006832,0.529675139,-0.737105197,-0.1
AT2G47460,MYB12,245126_at,6.11069291,6.445435421,5.879366539,5.497087494,5.407927437,5.994907009,0.05486169,2.57460111,0.5
AT2G47470,PDIL2-1,245175_at,10.35307361,10.36946357,10.31512419,9.709497216,9.676409882,10.08227132,0.013137693,3.866149912,0.5
AT2G47490,NDT1,245152_at,7.323123518,7.595936697,7.317562779,7.971023019,6.641016519,6.25127001,0.315029395,1.193041671,0.5
AT2G47500,KIN14I,245174_at,6.2537642,6.379758036,6.444055849,5.924512551,5.598274564,6.208829557,0.044432612,2.746249417,0.4
AT2G47520,ERF071,245173_at,4.14465616,4.43623792,4.28070759,4.38426319,4.806990508,4.547989909,0.109076429,-2.02882342,-0.3
AT2G47540,,245172_at,6.524972081,6.453024528,6.477317369,6.632605039,7.145938177,6.919133133,0.038676704,-2.862963245,-0.4
AT2G47550,PME20,245151_at,5.031500847,4.393925599,4.69465011,6.201811629,6.556670852,6.810266104,0.000510101,-8.87980958,-1.8
AT2G47560,ATL64,245171_at,5.022805812,4.930723294,4.780771334,5.890717286,5.270949937,5.25735942,0.030881353,-3.056620029,-0.6
AT2G47570,,245170_at,4.266303086,4.096263412,4.228692522,4.055049168,4.430783052,4.137154509,NA,-0.079805662,0
AT2G47580,U1A,245124_at,8.736547137,8.768475329,8.643616763,8.799698754,8.605707922,8.955905151,NA,-0.567703161,-0.1
AT2G47590,PHR2,245150_at,10.95181233,11.22365281,10.87160206,9.441629053,9.762585454,10.23458995,0.002473977,5.903623844,1.2
AT2G47600,MHX,245127_at,8.020774761,7.87031247,8.178380326,8.10341511,8.077218235,8.020100841,NA,-0.369188596,0
AT2G47610,RPL7AA,245121_at,11.95905182,12.01746848,11.93526484,11.3751471,11.27992797,11.62004967,0.007722505,4.425226034,0.5
AT2G47620,SWI3A,245149_at,6.370853051,6.5647467,6.265268055,6.557189632,6.435568472,6.406295251,NA,-0.545048928,-0.1
AT2G47630,,266485_at,8.796241226,8.997771601,8.523351107,8.248561596,8.181007987,8.346144841,0.01700008,3.608600642,0.5
AT2G47640,,266482_at,7.702943066,7.801577286,7.738414658,8.043874039,8.079333281,7.907411532,NA,-2.435724427,-0.3
AT2G47670,PMEI6,266488_at,3.943207552,4.182504083,3.769224396,3.531869517,3.682358487,3.943657682,0.193094402,1.584926942,0.2
AT2G47680,,266511_at,5.727676684,5.931640471,5.688113162,5.35916611,5.030444564,5.499625256,0.024451552,3.265195498,0.5
AT2G47690,,266512_at,7.148236697,7.274584719,7.011694334,7.450385738,7.58776324,7.10606463,0.197335808,-1.567300365,-0.2
AT2G47700,RFI2,266513_at,8.013794268,7.711173391,7.630219792,9.232719448,8.293194926,8.689168723,0.010038523,-4.140372134,-1
AT2G47710,,266458_at,9.553283571,9.593966099,9.342341972,9.725391418,9.761023517,9.865479822,NA,-2.454035276,-0.3
AT2G47730,GSTF8,266461_at,11.83494857,11.83337939,11.67856458,11.58584715,11.80707444,11.83639156,NA,0.328237461,0
AT2G47750,GH3.9,266465_at,4.011398636,4.052546518,4.111862224,4.159494046,4.738874724,3.994385417,0.286047068,-1.271514075,-0.2
AT2G47760,ALG3,266467_at,7.823907123,7.689423904,7.852865075,8.298084251,8.060583724,7.958262498,0.060353724,-2.498628042,-0.3
AT2G47770,TSPO,266462_at,5.321558317,4.973331191,5.4074642,4.935503996,4.718524007,4.725371349,0.031389495,3.042121549,0.4
AT2G47780,,266503_at,5.845818204,5.423795266,4.948640257,4.327799283,4.025457891,5.225158611,0.047406695,2.694367682,0.9
AT2G47790,GTS1,266466_at,7.738582699,7.691780583,7.586223384,8.167203882,7.508782662,8.15282413,0.223812048,-1.467658098,-0.3
AT2G47800,ABCC4,266464_at,7.902589994,8.044842785,7.489811363,6.663015641,6.126189742,6.724607304,0.001731792,6.440713936,1.3
AT2G47810,NFYB5,257371_at,4.78036965,4.725572494,4.61186245,4.738125673,4.863310147,4.795778407,NA,-0.860506224,-0.1
AT2G47820,,266504_at,4.139320663,4.469029494,4.394143909,4.451467336,4.548141385,4.85934222,0.126038554,-1.916112064,-0.3
AT2G47830,MTPC1,266505_at,6.779405811,6.429787275,6.538314021,6.948303375,6.705687413,6.716438569,NA,-1.539710751,-0.2
AT2G47840,TIC20-II,266463_at,9.178680858,9.485506206,9.310633171,8.302676608,8.815712742,8.776446065,0.009424957,4.211568358,0.7
AT2G47850,,266506_at,7.236315103,7.396187568,7.337011043,7.032389171,6.886893819,6.974624692,0.023568831,3.29906829,0.4
AT2G47860,,266507_at,4.165190606,4.273361124,4.050003131,4.152004919,3.740880573,4.387243776,0.731674524,0.404908227,0.1
AT2G47880,GRXC13,266516_at,5.669445562,5.506582096,5.688238569,4.491476245,4.543702832,4.652227243,0.000428931,9.434711111,1.1
AT2G47890,COL13,266514_at,8.507177296,8.315702539,8.388863736,8.207157296,8.799599547,9.067195924,0.248920071,-1.383905644,-0.3
AT2G47900,AtTLP3,266515_at,8.894941749,8.910389194,8.854952038,9.048472349,8.884325452,9.121425064,NA,-1.178688361,-0.1
AT2G47910,CRR6,266483_at,10.23462632,10.26877085,9.896267842,8.534235953,9.077200156,9.538185238,0.007299382,4.491181496,1.1
AT2G47920,NET3C,266508_at,4.662718134,4.29476892,4.370444637,4.423030302,4.493988953,4.938972099,0.379180134,-1.036111024,-0.2
AT2G47930,AGP26,266460_at,8.255274484,8.208501952,8.137002501,9.072262172,9.435660579,9.166752369,0.000745213,-8.033678114,-1
AT2G47940,DEGP2,266509_at,11.14722077,10.83653015,11.05091584,10.7829371,10.4516788,10.54759741,0.031210291,3.047617205,0.4
AT2G47950,,266486_at,3.592842058,3.714980288,3.731804842,3.933982772,3.889232869,4.185973848,0.050659136,-2.639104673,-0.3
AT2G47960,,266468_at,8.502012855,8.244006363,8.483537014,9.059615749,8.537176343,8.683184108,0.0870309,-2.207431086,-0.4
AT2G47970,,266459_at,8.978399887,8.795441305,8.908965864,9.267757604,8.776097329,8.913301896,NA,-0.619310755,-0.1
AT2G47980,SCC3,266484_at,8.364807913,8.282220831,8.453792669,8.710949864,7.988510009,8.303886191,0.878621868,0.180064243,0
AT2G47990,SWA1,266510_at,7.675881483,7.985576292,7.921198093,6.722955996,6.671914652,6.718457275,0.000401124,9.647916459,1.2
AT2G48010,RKF3,265772_at,6.717518195,6.750530159,6.32778512,7.295774087,6.93361902,7.423316331,0.017073181,-3.604146787,-0.6
AT2G48020,,265768_at,7.909887226,7.915411167,8.099589513,9.354979429,9.013387154,8.241605811,0.018856562,-3.50861331,-0.9
AT2G48030,,265771_at,7.12252349,6.851204728,7.053642264,7.996383347,7.613926902,7.967935737,0.002414506,-5.930232413,-0.9
AT2G48060,,265763_at,6.904032198,7.124889923,7.244703472,6.904435188,6.962998987,6.572610633,0.133393863,1.872635105,0.3
AT2G48070,RPH1,265773_at,9.467083807,9.56918023,9.532538085,9.436478819,9.394855159,9.538333187,NA,0.627438166,0.1
AT2G48080,,265766_at,5.819383254,5.713606227,5.386487012,4.579164035,5.149723685,4.708740417,0.006844092,4.563416836,0.8
AT2G48090,,265769_at,4.74264996,4.730172654,4.726654492,4.683564208,4.716233968,4.707951167,NA,0.306991918,0
AT2G48100,,265770_at,8.277603172,8.310513673,8.357237361,8.922550884,8.289576373,8.431453848,0.248381125,-1.385962637,-0.2
AT2G48110,MED33B,265767_at,6.075481141,5.508760367,5.49833944,5.28788063,5.437231849,5.538545913,0.197335808,1.567276941,0.3
AT2G48120,PAC,262316_at,7.20238943,7.549123038,6.99401245,5.786708167,6.343263162,6.885107517,0.02134876,3.388011534,0.9
AT2G48130,,262349_at,8.362702617,8.35067299,8.311981491,7.005331074,6.911724066,6.932116082,0.000133522,13.66797052,1.4
AT2G48150,GPX4,262350_at,3.713055728,3.628025672,3.459422973,3.324853044,3.513862759,3.487380867,NA,1.322055242,0.2
AT2G48160,,262348_at,7.960115611,7.765291238,7.819267186,8.351352022,8.043433774,8.204355331,0.040088518,-2.831907199,-0.4
AT3G01010,,259263_at,4.134609474,3.921220555,3.640574614,3.366609706,3.633831918,3.549519185,0.05872209,2.521021426,0.4
AT3G01015,,258442_at,3.422700638,3.381266004,3.308766823,3.458476735,3.263881722,3.675464972,NA,-0.721424214,-0.1
AT3G01020,ISU2,259262_at,3.350894868,3.476739943,3.532452243,3.541070029,3.749660192,3.577258299,NA,-1.467253099,-0.2
AT3G01040,GAUT13,259321_at,7.279747653,7.152999982,7.177552382,6.854849796,6.597032241,6.912167969,0.021867166,3.367466577,0.4
AT3G01060,,259275_at,7.893320175,7.874824267,7.959341745,8.750633668,8.507453749,7.403268137,0.390393662,-1.011731488,-0.3
AT3G01070,ENODL16,259268_at,4.027001221,3.993840847,4.305544669,4.168582096,4.374830281,4.163010493,NA,-0.970138835,-0.1
AT3G01080,WRKY58,259320_at,4.203355832,3.658520957,4.114121577,3.954456566,4.417488573,4.329694492,0.270333663,-1.316377328,-0.2
AT3G01090,,259319_at,8.302702137,8.271894062,8.285241914,8.926807797,8.856457174,8.975759947,0.00203258,-6.181180371,-0.6
AT3G01100,HYP1,259318_at,7.183385531,7.357166604,7.357617872,7.568534423,7.176376087,7.372201037,NA,-0.546796639,-0.1
AT3G01120,CGS1,259279_at,11.75072284,11.80599495,11.7007037,10.67436989,11.09167728,11.38198609,0.011601764,3.990557036,0.7
AT3G01130,,259267_at,7.560531639,7.619040078,7.853952548,7.791440693,8.11349553,7.840151287,NA,-1.732177623,-0.2
AT3G01140,MYB106,259281_at,5.02586986,5.090526941,4.485805384,3.810685021,4.308509945,4.181047114,0.012795238,3.891320576,0.8
AT3G01150,PTB,259280_at,8.020116324,8.086923139,8.211323021,8.711029408,8.428903321,8.571861199,0.01347711,-3.83559577,-0.5
AT3G01160,,259278_at,6.478795754,7.062195512,6.470361049,6.249109994,6.242052825,6.441065365,0.106247673,2.049253062,0.4
AT3G01170,,259271_at,7.537873306,7.49414474,7.540754373,7.740097303,7.510004776,7.641592261,NA,-0.964188716,-0.1
AT3G01175,,259316_at,3.846766308,3.58322587,4.037559047,5.801257012,5.298706396,5.195115478,0.000604122,-8.527280457,-1.6
AT3G01180,SS2,259277_at,7.925790373,7.815008911,7.905451739,8.138010353,7.942141663,7.495621677,0.906296644,0.13991577,0
AT3G01190,PER27,259276_at,10.15804033,10.00353127,10.08755976,9.643130021,10.10671894,10.1228571,NA,0.827326436,0.1
AT3G01200,RP2,259315_at,7.816005161,7.77518181,7.8060998,8.046250645,7.705601527,8.022212899,NA,-0.997356347,-0.1
AT3G01210,,257519_at,7.449313612,7.685937812,7.500826082,7.328649514,6.80766605,7.205757546,0.044085984,2.752884241,0.4
AT3G01220,ATHB-20,259274_at,6.410930594,6.080340742,6.280282251,6.788360645,6.43359272,6.665594552,0.050073905,-2.648929963,-0.4
AT3G01240,,259266_at,2.928744207,2.844739403,2.665414845,2.791896723,2.817505464,2.790330271,NA,0.115108478,0
AT3G01250,,259265_at,2.687879588,2.844320628,2.825402642,3.204300468,2.967823265,2.947692273,NA,-2.117858871,-0.3
AT3G01260,,259264_at,7.225301552,7.29970296,7.552795575,4.366555057,5.474166016,4.705650503,0.000398227,9.665745303,2.5
AT3G01270,,259269_at,4.368278371,4.237218699,4.697212392,4.548894549,4.906020353,4.297367686,0.490646931,-0.808102622,-0.1
AT3G01280,VDAC1,259270_at,11.00437651,11.0919478,10.91764537,10.5341184,10.50136277,10.63906789,0.010572515,4.0836672,0.4
AT3G01290,HIR3,259272_at,9.308177673,9.04508622,9.392836657,10.87601122,10.4853392,10.70469327,0.000381099,-9.813202864,-1.4
AT3G01310,,259118_at,8.92396988,8.637964017,9.339796178,9.546420373,9.800748577,9.922448086,0.010014232,-4.142768322,-0.8
AT3G01320,SNL1,259117_at,7.064362986,7.029857484,7.155999912,7.55873357,7.002469599,7.403927868,0.205256154,-1.536239751,-0.2
AT3G01330,E2FF,257524_at,5.615881488,5.779983404,5.388712731,5.515460553,5.167435023,5.940735246,0.821952568,0.265724931,0.1
AT3G01340,SEC13A,259119_at,8.672328113,8.659297422,8.451586141,9.085308854,8.668757279,8.862482176,0.114597937,-1.98955376,-0.3
AT3G01350,NPF5.9,259116_at,5.951819648,6.030652824,5.295796621,5.244646675,5.033767254,5.384147495,0.050624345,2.639678207,0.5
AT3G01360,,259115_at,8.116690184,7.991641792,8.220162363,7.643868594,8.017693594,7.661942636,0.067283226,2.412142398,0.3
AT3G01370,CFM2,258949_at,8.717342339,8.958303751,8.667691151,9.071962675,8.672026751,9.030819,NA,-0.975227152,-0.1
AT3G01380,,258951_at,5.398642729,5.460424411,5.892468241,6.25607122,5.878587701,5.961492218,0.048771448,-2.670429794,-0.4
AT3G01390,VHA-G1,258958_at,8.850092656,9.173980647,9.097406675,8.721326831,9.076621164,9.001417395,NA,0.753602422,0.1
AT3G01400,,258954_at,7.023240155,6.851204728,7.020023381,8.00822722,7.616270018,7.550061031,0.004186386,-5.183964117,-0.8
AT3G01410,,258952_at,7.119653275,7.138184616,7.152918418,6.752097873,6.793594363,6.856862577,NA,3.301353003,0.3
AT3G01420,DOX1,258957_at,10.86209704,10.70785142,11.35052837,9.96786876,9.594621658,9.609223689,0.001548141,6.620308591,1.2
AT3G01430,,258953_at,6.244093564,6.066987967,6.027747017,6.928905564,6.239261675,6.72952198,0.038176643,-2.874627611,-0.5
AT3G01440,PNSL3,258956_at,10.33706257,10.61029412,10.39985295,7.610110448,9.016719513,9.886117158,0.021934092,3.364842018,1.6
AT3G01460,MBD9,258950_at,7.017390407,6.841894697,7.030770332,6.98061004,6.926001512,6.986232828,NA,-0.008535538,0
AT3G01470,HAT5,259165_at,9.873477935,9.923091417,9.905768867,9.978360611,9.526576563,9.516434985,0.200932516,1.552818731,0.2
AT3G01480,CYP38,259193_at,11.43795928,11.49722735,11.43321185,11.43570734,11.55065484,11.43200009,NA,-0.160146937,0
AT3G01490,,259163_at,7.25777,7.150688028,7.024008155,8.615483924,8.292154181,8.039536362,0.001046518,-7.299488626,-1.2
AT3G01500,BCA1,259161_at,13.98318608,14.04865643,13.74613543,13.62827717,13.54959405,13.54354883,0.035493258,2.937147468,0.4
AT3G01510,LSF1,259188_at,8.235726263,8.502711649,8.324120556,7.710131596,7.626938105,7.829077391,0.00403163,5.23465236,0.6
AT3G01520,,259184_at,9.485684222,9.53668265,9.352332275,10.11452842,10.02478593,10.15739157,0.002611218,-5.825233927,-0.6
AT3G01530,MYB57,259187_at,4.048050198,4.092713634,3.931801279,3.901587717,4.344596007,3.8606571,NA,-0.075678885,0
AT3G01540,RH14,259194_at,9.635591179,9.401466593,9.644538085,10.27355259,9.91905949,10.31439795,0.009293666,-4.22727093,-0.6
AT3G01550,PPT2,259185_at,6.249722458,6.064188229,6.041812481,6.568372837,7.127478805,6.311150833,0.045086155,-2.733888921,-0.6
AT3G01560,,259175_at,7.31926223,7.168490361,7.342007032,8.536815966,8.095372505,7.93689841,0.003184179,-5.541291991,-0.9
AT3G01570,,259167_at,4.539835544,4.251528662,4.695796637,4.909252418,5.192214942,5.07227275,0.013483415,-3.835029476,-0.6
